2020/4/1,0:00,244,0,316,38,－,8,0,6
2020/4/1,1:00,250,0,317,37,－,8,0,7
2020/4/1,2:00,270,0,315,37,－,8,0,7
2020/4/1,3:00,290,0,318,41,－,8,0,8
2020/4/1,4:00,295,0,316,42,－,8,0,7
2020/4/1,5:00,286,0,309,44,－,8,0,8
2020/4/1,6:00,279,0,309,45,－,8,4,6
2020/4/1,7:00,293,0,316,46,－,8,12,5
2020/4/1,8:00,334,0,334,48,－,8,18,5
2020/4/1,9:00,352,0,351,59,－,7,20,6
2020/4/1,10:00,350,0,358,54,－,8,22,7
2020/4/1,11:00,351,0,364,56,－,8,20,10
2020/4/1,12:00,332,0,357,57,－,8,19,13
2020/4/1,13:00,339,0,359,53,－,8,20,14
2020/4/1,14:00,339,0,368,55,－,8,16,13
2020/4/1,15:00,337,0,362,55,－,8,15,16
2020/4/1,16:00,342,0,363,59,－,8,11,16
2020/4/1,17:00,335,0,358,59,－,8,4,16
2020/4/1,18:00,337,0,346,59,－,8,0,15
2020/4/1,19:00,330,0,344,59,－,8,0,15
2020/4/1,20:00,316,0,341,55,－,8,0,15
2020/4/1,21:00,300,0,342,53,－,8,0,15
2020/4/1,22:00,280,0,322,51,－,8,0,14
2020/4/1,23:00,268,0,304,52,－,8,0,14
2020/4/2,0:00,255,0,307,49,－,8,0,13
2020/4/2,1:00,261,0,309,48,－,8,0,11
2020/4/2,2:00,282,0,310,48,－,8,0,11
2020/4/2,3:00,300,0,310,53,－,8,0,11
2020/4/2,4:00,306,0,314,53,－,8,0,11
2020/4/2,5:00,303,0,323,53,－,7,0,14
2020/4/2,6:00,295,0,319,56,－,7,8,15
2020/4/2,7:00,294,0,312,57,－,8,43,14
2020/4/2,8:00,320,0,319,56,－,8,93,13
2020/4/2,9:00,324,0,297,54,－,8,144,12
2020/4/2,10:00,326,0,250,57,－,8,149,14
2020/4/2,11:00,318,0,248,57,－,7,149,13
2020/4/2,12:00,299,0,226,49,－,8,170,13
2020/4/2,13:00,315,0,239,55,－,8,175,13
2020/4/2,14:00,306,0,248,55,－,8,162,13
2020/4/2,15:00,298,0,285,56,－,8,128,12
2020/4/2,16:00,301,0,324,62,－,8,74,10
2020/4/2,17:00,297,0,352,68,－,8,17,8
2020/4/2,18:00,319,0,356,70,－,8,0,6
2020/4/2,19:00,324,0,351,64,－,8,0,5
2020/4/2,20:00,315,0,348,58,－,8,0,4
2020/4/2,21:00,300,0,331,55,－,8,0,4
2020/4/2,22:00,279,0,323,51,－,8,0,3
2020/4/2,23:00,268,0,309,51,－,8,0,2
2020/4/3,0:00,258,0,306,51,－,8,0,1
2020/4/3,1:00,265,0,303,52,－,8,0,0
2020/4/3,2:00,288,0,308,54,－,8,0,0
2020/4/3,3:00,310,0,315,57,－,8,0,0
2020/4/3,4:00,316,0,314,63,－,8,0,1
2020/4/3,5:00,313,0,324,60,－,8,0,0
2020/4/3,6:00,310,0,330,54,－,8,11,0
2020/4/3,7:00,313,0,326,53,－,8,47,0
2020/4/3,8:00,346,0,339,55,－,8,86,0
2020/4/3,9:00,353,0,338,51,－,8,123,0
2020/4/3,10:00,348,0,335,55,－,8,154,0
2020/4/3,11:00,343,0,295,55,－,8,155,0
2020/4/3,12:00,323,0,272,53,－,8,130,0
2020/4/3,13:00,328,0,311,54,－,8,106,1
2020/4/3,14:00,321,0,346,54,－,8,107,1
2020/4/3,15:00,318,0,350,58,－,8,83,2
2020/4/3,16:00,311,0,346,61,－,8,43,2
2020/4/3,17:00,306,0,345,63,－,8,9,3
2020/4/3,18:00,324,0,354,67,－,7,0,3
2020/4/3,19:00,322,0,350,63,－,8,0,3
2020/4/3,20:00,311,0,350,58,－,8,0,3
2020/4/3,21:00,293,0,339,54,－,8,0,2
2020/4/3,22:00,274,0,338,54,－,8,0,1
2020/4/3,23:00,263,0,330,50,－,8,0,1
2020/4/4,0:00,251,0,326,48,－,9,0,1
2020/4/4,1:00,257,0,327,48,－,9,0,0
2020/4/4,2:00,279,0,330,51,－,9,0,0
